Training Package Code,Training Package Title,Training Package Status,National Code,National Title,Specialisations,NRT Type,Usage Recommendation,Usage Recommendation Start Date,NRT Status,Currency Period Start Date,Currency Period End Date,Superseded by,Is Equivalent,Supersedes,Is Equivalent,Latest Release Number,Latest Release Date,Parent Training Package Code,Parent Training Package Title,Is Confidential,Training Package Developer,Copyright Holder,Copyright Holder Job Title,Copyright Holder Group Name,Copyright Holder Organisation,Copyright Holder Email,Recognition Manager,ANZSCO Code,ANZSCO Name,ASCO Code,ASCO Name,ASCED6 Code,ASCED6 Name,ASCED4 Code,ASCED4 Name,Taxonomy (Industry),Taxonomy (Occupation),Qualification Level Code,Qualification Level Name,Licencing,Has Work Placement Hours,Work Placement Hours,Pre-requisite,Elements and Performance Criteria,Performance Evidence,Knowledge Evidence,Assessment Conditions,Foundation Skills
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCSP3005A,Install pre-cast decorative mouldings,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCSP3005,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040317,Plastering,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions, including plans, specifications, quality requirements and operational details are obtained from relevant information, confirmed and applied to the scope of work performed. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with the requirements of the job, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Materials quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use.1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and legislative authority obligations and applied.      2. Prepare work area for application processes.   2.1. Work area and substrate are prepared for installation of pre-cast mouldings according to plans and specifications.2.2. Substrate is checked for conformance in accordance with the relevant Australian standard and appropriate fixing methods.      3. Fix and stop pre-cast moulded archways.   3.1. Plasterboard wall sheets are confirmed to be in accordance with plans and specifications.3.2. Archway profile is set out and cut to architect's drawings and specifications.3.3. Timber arch soffit templates are cut and fixed to position.3.4. Infill moulding is fixed to arch soffit and reveals of opening.3.5. Arch is stopped in accordance with job specifications and required level of finish.     4. Fix and stop plaster panelled ceiling.   4.1. Ceiling battens are positioned and spaced for cornice margins and flush-mounted panels.4.2. Panels are located on ceiling, and levelled, lined up and fastened into position in accordance with approved specification.4.3. Jointing is finished to specification.     5. Fix ornamental mouldings.   5.1. Ornamental mouldings are measured and cut to specification.5.2. Ornamental mouldings are fixed by fastening or bonding with adhesive, straight and level to architect's specifications.5.3. Mouldings are finished, including straight stoppings and finishing mitres to specification.     6. Clean up.   6.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.6.2. Tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCSP3006A,Install cast plaster blockwork,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCSP3006,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040317,Plastering,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions, including plans, specifications, quality requirements and operational details are obtained from relevant information, confirmed and applied to the scope of work performed. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with the requirements of the job, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use.1.6. Environmental requirements are identified for the project in accordance with environmental plans and statutory and legislative authority obligations and applied.      2. Set out and prepare base.   2.1. Blockwork is set out to position in accordance with plans, specifications and quality requirements. 2.2. Base is prepared so that the surface is dry, horizontal, clean and flat to specifications.     3. Lay plaster blockwork.   3.1. Plaster adhesive is prepared in accordance with quantity requirements and block manufacturer recommendations.3.2. Plaster blocks are laid to set out line, level and plumb in accordance with plans and specifications.3.3. Vertical abutments with other walls are made plumb and aligned to specification.3.4. Surplus adhesive is removed from joints to specification requirements.     4. Clean up.   4.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.4.2. Tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCSP3007A,Apply plaster by projection machine,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCSP3007,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,030717,Plant And Machine Operations,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions, including plans, specifications, quality requirements and operational details are obtained from relevant information, confirmed and applied to the scope of work performed. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Plant, tools and equipment selected to carry out tasks are consistent with the requirements of the job, checked for serviceability and any faults are rectified or reported prior to commencement. 1.4. Materials quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.5. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use.1.6. Environmental requirements are identified for the project in accordance with environmental plans and statutory and legislative authority obligations and applied.      2. Prepare the work area.   2.1. Area to receive pre-blended plasters and cement render materials is determined from plans and specifications.2.2. Area is masked up and protection for surrounding areas is applied.2.3. Mixing pump is set up and positioned to suit job requirements.2.4. Application area is cleared for projection plastering application.2.5. Barricades and signage are placed to minimise disruption to application process.     3. Apply pre-blended plasters and render materials.   3.1. Mixing pump is operated to manufacturer recommendations and job requirements.3.2. Material is screeded to correct thickness in accordance with specifications.3.3. Material is applied using projection plastering techniques to specifications.3.4. Required finish is produced on material to job finishes schedule.     4. Clean up.   4.1. Work area is cleared and materials disposed of, reused or recycled in accordance with legislation, regulations, codes of practice and job specification.4.2. Plant, tools and equipment are cleaned, checked, maintained and stored in accordance with manufacturer recommendations and standard work practices.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCST2001A,Prepare for stonemasonry construction process,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCST2001,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions and operational details are obtained using relevant information, confirmed and applied for planning and preparation purposes. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials, including correct type of stone and materials other than stone appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority requirements, and are applied.      2. Prepare work area suitable for construction process.   2.1. Activities to be carried out in work area are identified from type of stonemasonry work and planned procedures according to layout of construction and access to location.2.2. Work area is prepared for construction process according to supervisor's instructions.      3. Use tools, plant and equipment appropriate for construction process.   3.1. Regular hand and power tools suitable for application process are identified from job requirements.3.2. Hand and power tools are used safely and effectively to carry out processes.     4. Assist with stonemasonry work.   4.1. Selected stone is visually checked to ensure it meets specifications, including colour and matching surrounding area, and is distributed to location.4.2. Surface is brushed, scraped and washed cleaned of surplus mortar material on completion of stonemasonry process.     5. Clean up.   5.1. Materials are stacked and/or stored for re-use or removal.5.2. Work area is cleared.5.3. Tools and equipment are cleaned, maintained and stored.5.4. Waste is disposed of appropriately.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCST2003A,Finish stone,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCST2003,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions and operational details are obtained using relevant information, confirmed and applied for planning and preparation purposes. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Stone hardness is identified using Moh's scale.1.8. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority requirements, and are applied.      2. Use abrasives.   2.1. Coolant is used as required by selected abrasives, stones and job requirements.2.2. Range of grades of abrasives is used in accordance with job requirements and specifications.2.3. Polishing compounds are used in accordance with job requirements and specifications.2.4. Various polishing heads are used in correct sequence to provide finish to specification.     3. Use stone cutting equipment.   3.1. Stone is set into place on cutting table to obtain maximum efficiency in cutting.3.2. Stone is wedged or fixed into place by nailed timber strips to ensure stability and is aligned correctly to cutting blade.3.3. Adjustments are made to machinery as required by maximum depth of cut and size of stone.3.4. Primary cutting machines are used appropriate to their cutting capacity.3.5. Secondary cutting machines are used appropriate to their cutting capacity.3.6. Stone is marked out and cut according to job drawings, specifications and schedules.     4. Polish stone and form edges.   4.1. Adhesives are applied as fillers to stone as required by job. 4.2. Grinding and polishing heads are set up and operated as required by job.4.3. Adjustments are made to machinery in accordance with job requirements.4.4. Polishing machinery is used in a manner appropriate to its capacity.4.5. Various hand-operated polishing machines are used as required by job to achieve specified finish.     5. Use adhesives and fillers.   5.1. Various filling compounds are selected and used according to job requirements.5.2. Various types of adhesives are selected and used according to job requirements.5.3. Tinting procedures for fillers and adhesives are selected and used, where required.5.4. Various reinforcing materials and techniques are selected and used, where required.     6. Clean up.   6.1. Surfaces are cleaned as required by job in preparation for transport or installation.6.2. Surface finishes, such as wax, are applied as required by job.6.3. Work area is cleaned up and waste materials disposed of in an appropriate manner and in accordance with Environment Protection Authority (EPA) requirements.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCST2004A,Lay stone,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCST2004,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions and operational details are obtained using relevant information, confirmed and applied for planning and preparation purposes. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority requirements, and are applied.      2. Bed stone into mortar.   2.1. Prepared stone is selected appropriate to the job and mortar is prepared to designed mix, including any required mortar admixtures, and spread or screeded to form a bed as required. 2.2. Mechanical ties, fixtures and reinforcing are placed as required and stones are laid to line and in sequence as required by job. 2.3. Packers, wedges, mortar consistency, propping, shoring and forming structures are used to ensure correct joint size, plumb, level and shape.2.4. Backing materials are used in a manner consistent with job requirements, with cavities maintained as required or specified.     3. Dry bed stone and grout.   3.1. Prepared stone appropriate to job is set in place dry and supported as required by wedges, packers and props.3.2. Joints are prepared and grout is poured gradually as required to fill voids.     4. Dry stone construction.   4.1. Stone is prepared or selected in a manner appropriate to job and laid to achieve maximum stability using chips, flat faces and battered angles, on stones, earth sods and clay.4.2. Capping stone is laid as required by job.4.3. Walling is laid in a manner that maximises the force of gravity as a stabilising element in structure.     5. Fix slab stone using metal ties and adhesives.   5.1. Prepared stone slabs are fixed to metal or masonry surfaces using adhesives, cement mortar or plaster.5.2. Metal ties and dowels are used to secure stone slabs as required.5.3. Dowel cavity is filled with grout or slurry as required in job specification.     6. Finish stone surfaces and joints.   6.1. Stone surfaces are finished as required by job specifications.6.2. Joints are cleaned and/or raked as required to achieve either final appearance or as preparation for pointing.6.3. Pointing mortars or adhesives are applied to joints as required by job specifications.     7. Clean up.   7.1. Surfaces are cleaned as required by job.7.2. Waste materials are disposed of in an appropriate manner and in accordance with Environment Protection Authority (EPA) requirements.7.3. Tools and equipment are cleaned, maintained and stored.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCST2005A,Carry out load slinging of off-site materials,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCST2005,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,030717,Plant And Machine Operations,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions and operational details are obtained using relevant information, confirmed and applied for planning and preparation purposes. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority requirements, and are applied.      2. Move, locate and secure load.   2.1. Shifting/anchorage points are located and identified and slings, tackles, associated lifting gear and tools are selected consistent with needs of task.2.2. Shifting equipment and tools are inspected and damaged work items are reported to supervisor. 2.3. Strongbacks/stiffeners are positioned and securely attached as required.2.4. Load is safely slung, connected to lifting gear and packing is secured to protect load.2.5. Destination location is prepared to receive load.2.6. Load is stood vertically if necessary, safely moved to required location and secured in position.     3. Clean up.   3.1. Slings, associated lifting equipment and packing are removed and loose debris and waste material removed and disposed of safely.3.2. Slings, lifting equipment and tools are cleaned, maintained and safely stored.3.3. Necessary documentation is completed.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCST2006A,Identify and use stone products,False,Unit of competency,Superseded,26/11/2020,Superseded,17/01/2014,25/11/2020,CPCCST2006,True,CPCCST2002A,False,1,17/01/2014,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"1   Plan and prepare.   1.1   Work instructions are obtained using relevant information, confirmed and applied for planningandpreparation purposes.      1.2   Work health and safety (WHS) requirements are followed according to safety plans and policies.      1.3   Signage and barricade requirements are identified and implemented.     1.4   Toolsandequipment selected to carry out tasks are consistent with job requirements, checked for serviceability, and faults are rectified and reported before work begins.      1.5   Material quantity requirements are identified and calculated according to plans, specifications and quality requirements.      1.6   Materials appropriate to the work application are obtained, prepared, safely handled and located ready for use.      1.7   Environmentalrequirements are identified for the project according to environmental plans and statutoryandregulatoryauthority requirements.                 2   Use industry terms for the identification and use of stone products.   2.1   Common terms, instructions and information relating to use of stone are understood and used in the workplace.     2.2   Commonly used symbols and abbreviations are identified and applied.     2.3   Key architectural styles and types of materials and products used in stonemasonry are identified.                 3   Identify types, size, defects and function of stone products.   3.1   Sources of stone and manufacturing or quarrying techniques required for the production of natural and manufactured stone and stone products are identified.     3.2   Types of natural stone and architectural styles, sizes and functions of stone products are identified and matched to job specifications.     3.3   Key features and orientations of patterns in stone are identified.     3.4   Defects in stone products and the effect on their function are identified.                 4   Identify and apply processes and procedures used in processing and manufacturing stone products.   4.1   Methods used in the processingandmanufacture of stone products are identified and applied.      4.2   Common types and applications of plant and tools used for stone production are identified.      4.3   Different processes and procedures required for off-site and in situ stone production are identified and applied as part of construction process.                 5   Correctly handle and saw stone products.   5.1   Characteristics of common types of stone are identified and appropriate handling techniques are applied.     5.2   Plant is operated and tools are used according to workplace requirements.     5.3   Processes and procedures required to produce specific stone products are identified and sequenced according to performance requirements of product.     5.4   Stone products are sawed according to job specifications and workplace requirements.                 6   Clean up.   6.1   Work area is cleared to specifications.     6.2   Unused materials are stored and waste is disposed of according to workplace requirements.     6.3   Tools, plant and equipment are cleaned, maintained and stored.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCST3001A,Dress and mould stone,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCST3001,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions and operational details are obtained using relevant information, confirmed and applied for planning and preparation purposes. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority requirements, and are applied.      2. Prepare stone for dressing.   2.1. Stone is checked for defects or natural inclusions and dimensions of stone are checked for accuracy as required by job and specifications. 2.2. Bedding plane is checked where relevant for correct orientation to suit function and location of finished job.     3. Mark details on stone.   3.1. Templates are applied square to stone or appropriate to job requirements and marked on adjacent ends of stone. 3.2. Placed templates are checked for twist/wind to ensure stone is marked out true.3.3. Required template details are scribed or marked so that lines remain indelible for duration of job.     4. Dress a simple moulding.   4.1. Mouldings are dressed in a staged sequence of fillets and chamfers, or as required by job. 4.2. Each stage of dressing is marked out accurately and as required by job before proceeding with dressing and each stage is checked upon completion for accuracy before proceeding.     5. Finish moulded stone surfaces.   5.1. Stone surfaces are finished using chisels or other hand tools as required by job and specifications.5.2. Abrasives are used to finish surfaces if required by job and specifications.     6. Clean up.   6.1. Stone is cleaned using water and brush or other appropriate non-corrosive method.6.2. Tools and equipment are cleaned, maintained and stored.6.3. Work area is cleared and waste materials disposed of in an appropriate manner and in accordance with Environment Protection Authority (EPA) requirements.6.4. Templates are cleaned, labelled and stored for reuse.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCST3002A,Shape solid stone,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCST3002,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions and operational details are obtained using relevant information, confirmed and applied for planning and preparation purposes. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority requirements, and are applied.      2. Use various hand working methods for shaping dimensional stone.   2.1. Stone is dressed using each tool according to correct application and in appropriate sequence to specification.2.2. Soft stone is cut accurately to squared sizes as required by job.2.3. Hard stone is dressed using hammers and axes.     3. Use various power-assisted hand tools for shaping dimensional stone.   3.1. Range of percussion hammers and chisels is used to shape stone at different stages of processing as required by job.3.2. Rotary, chain and/or oscillating saws are used to cut stone to size and shape as required by job.3.3. Abrasive machines are used to dress stone surfaces as required by job.3.4. Equipment is operated in conjunction with jigs and guides for repetitive and fine tolerance work as required by job.3.5. Adjustments are made to machinery, as required, in accordance with stone and application processes.     4. Set up and operate static machinery for shaping dimensional stone.   4.1. Circular diamond saws are operated to cut squared blocks and operated with rise and fall functions for cutting to profiles as required by job.4.2. Stone is shaped on lathes both between centres and facework as required by job.4.3. Core drilling machinery is operated as required by job.4.4. Moulded sections are shaped on planing machines as required by job.4.5. Water-jet cutting machinery is operated as required by job.     5. Clean up work.   5.1. Work is cleaned on completion with fresh water and brushes if necessary.5.2. Waste materials are disposed of in an appropriate manner and in accordance with Environment Protection Authority (EPA) requirements.5.3. Finished stone surfaces are protected as required by job specification.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCST3003A,Split stone manually,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCST3003,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions and operational details are obtained using relevant information, confirmed and applied for planning and preparation purposes. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority requirements, and are applied.      2. Use a range of methods for splitting stone.   2.1. Alternative methods are identified for drilling and splitting stone. 2.2. Stone is split and squared by drilling and using plugs and feathers.2.3. Holes are set out to line and spacings and drilled to depths as specified for type and size of stone.2.4. Guillotine principles are applied and used for splitting various thicknesses of slabbed stone as required by job or organisation.2.5. Stone is split using natural lines of cleavage.     3. Clean up work.   3.1. Stone surfaces are finished as required by job and specifications.3.2. Work is cleaned on completion with fresh water and brushes if necessary.3.3. Waste materials are disposed of in an appropriate manner and in accordance with Environment Protection Authority (EPA) requirements.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCST3004A,Dress stone manually,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCST3004,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions and operational details are obtained using relevant information, confirmed and applied for planning and preparation purposes. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use. 1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority requirements, and are applied.      2. Select stone.   2.1. Stone is selected in accordance with type and colour of stone, where applicable and checked for defects or natural inclusions inappropriate for job.2.2. Stone is checked for dimensions to allow dressing to produce final design.     3. Dress stone.   3.1. Stone is marked out in a manner appropriate to job plan and specifications at each progressive stage of dressing.3.2. Rough blocks are primarily dressed to establish an oversized stone appropriate to job plan and specifications. 3.3. Face of stone is dressed to flat surface and sides of stone are dressed off face in accordance with job plan and specifications.3.4. Cylinder is dressed in accordance with job plan and specifications.3.5. Sphere is dressed in accordance with job plan and specifications.     4. Clean up.   4.1. Surfaces are finished to a standard appropriate to job plan and specifications.4.2. Stone is cleaned using water and brush or other appropriate non-corrosive method.4.3. Work area is cleared and cleaned and waste material disposed of safely.4.4. Tools and equipment are cleaned, maintained and stored.",,,,
CPC08,"Construction, Plumbing and Services Training Package",Current,CPCCST3006A,Machine stone,False,Unit of competency,Superseded,26/11/2020,Superseded,19/05/2011,25/11/2020,CPCCST3006,True,,,1,19/05/2011,CPC08,"Construction, Plumbing and Services Training Package",False,BuildSkills Australia,,,,,,National Skills Standards Council,,,,,040309,Bricklaying And Stonemasonry,,,,,,,,False,,False,"Element Performance criteria    1. Plan and prepare.   1.1. Work instructions and operational details are obtained using relevant information, confirmed and applied for planning and preparation purposes. 1.2. Safety (OHS) requirements are followed in accordance with safety plans and policies. 1.3. Signage and barricade requirements are identified and implemented.1.4. Tools and equipment selected to carry out tasks are consistent with job requirements, checked for serviceability and any faults are rectified or reported prior to commencement. 1.5. Material quantity requirements are calculated in accordance with plans, specifications and quality requirements. 1.6. Materials appropriate to the work application are identified, obtained, prepared, safely handled and located ready for use.1.7. Environmental requirements are identified for the project in accordance with environmental plans and statutory and regulatory authority requirements, and are applied.      2. Operate stone machining equipment.   2.1. Stone machining equipment is selected for the machining operation required and safely started up and shut down to standard operating procedures in accordance with manufacturer specifications. 2.2. Materials and safety guards are correctly positioned, fitted and used to designed applications.2.3. Stone machining equipment is operated, monitored and adjusted to achieve specified size, shape and finish.2.4. Measurements and tolerances are checked for consistency with job requirements and specifications.     3. Operate static diamond saw.   3.1. Stone is located on movable table aligned with saw blade in accordance with designed cut. 3.2. Stone is fixed or secured into position on table by use of wedges or nailed timber sections to provide stability for sawing.3.3. Cutting blade is adjusted for depth of first cut in accordance with type of blade, hardness of stone and safety considerations of operator and other persons. 3.4. Water is turned on for operating of machine and saw is started up and operated in accordance with manufacturer's safe working and operating procedures.3.5. Stone is moved by table movement so that blade cutting is at efficient rate without affecting designed operating revolutions of machine.3.6. Additional cuts are made by lowering saw after each cut and then cutting on return movement of table, until complete.     4. Operate travelling beam saw.   4.1. Stone is located on adjustable table and fixed into stable position, and table is adjusted to align designed cut with saw blade.4.2. Settings for operation are carried out on a digital panel designed for length of stone as well as width of blade.4.3. Blade is set to initial cut for operation and machine is switched on and automatically operated in accordance with manufacturer specifications.     5. Operate multi-function cutter, grinder and polisher.   5.1. Machine and equipment are set up with appropriate head/plate fitted and secured to operating spindle according to work application.5.2. Stone is fixed into location on table according to requirements for machining processes.5.3. Template is set into place, where applicable, for profile work and cutting and moulding operations.5.4. Machinery is set up with cutting head set to initial cut and aligned with template in accordance with manufacturer specifications for setting up and operation of machine.5.5. Machinery operations are carried out to machine manufacturer specifications and job processes for dressing stone to requirements.     6. Carry out grinding and polishing.   6.1. Appropriate grinding plate is selected and fitted to machine according to machine manufacturer specifications and stone surface to be cut and polished.6.2. Machine is set up for grinding operations and operated in accordance with job and machine manufacturer specifications with grinding and polishing processes carried out using appropriate changes of grit abrasive pads fitted in accordance with type of stone being finished.6.3. Machine operations are monitored and water support maintained to cutting and polishing applications.     7. Shut down machine operations.   7.1. Machine shut-down procedures are carried out to machine manufacturer specifications.7.2. Supporting material, wedges and clamps are removed from stone and machine table.7.3. Finished or machined stone is removed carefully without damage and stored.7.4. Machine and supporting equipment and accessories are cleaned, maintained and checked for wear or deterioration in accordance with manufacturer specifications.     8. Clean up.   8.1. Area is cleaned to specification.8.2. Waste material is removed and placed into job waste bins.8.3. Tools and equipment are cleaned, inspected, maintained and stored.",,,,
